"","web_ID","season","ecosystem","web","location","species","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","sum1989","years_count89","years_count09","species_sd09","species_mu09","species_CV09","species_stability09","species_stability09.2","X","synchrony","site","SiteCluster","transect","synchrony.Gross","sd","mu","CV","biomass_stability","biomass_stability2","year_count"
"1","core_black_1_NA","fall","Desert grassland","1","core_black","DIME",0,0,0,0,0,15.9154570919277,42.4412189118071,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.6103047279518,10.6103047279518,NA,10.6103047279518,NA,0,10.6103047279518,0,0,21.2206094559036,0,10.6103047279518,0,132.628809099397,23,12,7.093603295789,6.18934442463854,1.14609929729404,0.872524747516223,0.761299435028248,22,0.239486559772437,"core_black","FivePoints",NA,0.129037576262923,48.1693674546327,106.984439940336,0.450246479595504,2.22100570536029,4.93286634324297,14
"2","core_black_1_NA","fall","Desert grassland","1","core_black","DIOR",31.8309141838554,15.9154570919277,10.6103047279518,31.8309141838554,0,0,84.8824378236143,0,53.0515236397589,74.2721330956625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.6618283677107,0,10.6103047279518,0,NA,53.0515236397589,NA,0,0,31.8309141838554,10.6103047279518,21.2206094559036,10.6103047279518,137.933961463373,366.055513114337,1007.97894915542,23,12,40.5503312449341,28.2941459412048,1.43317035718971,0.697753756197478,0.48686030428769,22,0.239486559772437,"core_black","FivePoints",NA,0.129037576262923,48.1693674546327,106.984439940336,0.450246479595504,2.22100570536029,4.93286634324297,14
"3","core_black_1_NA","fall","Desert grassland","1","core_black","DISP",42.4412189118071,0,42.4412189118071,10.6103047279518,31.8309141838554,31.8309141838554,53.0515236397589,31.8309141838554,42.4412189118071,31.8309141838554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6103047279518,0,10.6103047279518,0,NA,21.2206094559036,NA,84.8824378236143,116.71335200747,74.2721330956625,159.154570919277,190.985485103132,95.4927425515661,95.4927425515661,206.90094219506,1384.64476699771,23,12,64.3215540541027,71.6195569136746,0.898100418739418,1.11346123343714,1.23979591836735,22,0.239486559772437,"core_black","FivePoints",NA,0.129037576262923,48.1693674546327,106.984439940336,0.450246479595504,2.22100570536029,4.93286634324297,14
"4","core_black_1_NA","fall","Desert grassland","1","core_black","NEMI",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,10.6103047279518,NA,0,10.6103047279518,0,0,0,0,0,0,21.2206094559036,23,12,4.13005551397124,1.7683841213253,2.33549683248457,0.428174419288838,0.183333333333333,22,0.239486559772437,"core_black","FivePoints",NA,0.129037576262923,48.1693674546327,106.984439940336,0.450246479595504,2.22100570536029,4.93286634324297,14
"5","core_black_1_NA","fall","Desert grassland","1","core_black","ONAR",21.2206094559036,15.9154570919277,10.6103047279518,10.6103047279518,0,15.9154570919277,84.8824378236143,0,31.8309141838554,21.2206094559036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21.2206094559036,0,0,NA,42.4412189118071,NA,10.6103047279518,10.6103047279518,0,0,10.6103047279518,0,10.6103047279518,31.8309141838554,350.140056022409,23,12,12.6625104286532,8.84192060662649,1.43209953945565,0.69827548466366,0.48758865248227,22,0.239486559772437,"core_black","FivePoints",NA,0.129037576262923,48.1693674546327,106.984439940336,0.450246479595504,2.22100570536029,4.93286634324297,14
"6","core_black_1_NA","fall","Desert grassland","1","core_black","ONLE",0,0,10.6103047279518,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.6103047279518,0,NA,0,NA,0,0,0,0,10.6103047279518,0,0,0,31.8309141838554,23,12,4.13005551397124,1.7683841213253,2.33549683248457,0.428174419288838,0.183333333333333,22,0.239486559772437,"core_black","FivePoints",NA,0.129037576262923,48.1693674546327,106.984439940336,0.450246479595504,2.22100570536029,4.93286634324297,14
"7","core_black_1_NA","fall","Desert grassland","1","core_black","PEBO",10.6103047279518,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,10.6103047279518,23,12,0,0,NA,NA,NA,22,0.239486559772437,"core_black","FivePoints",NA,0.129037576262923,48.1693674546327,106.984439940336,0.450246479595504,2.22100570536029,4.93286634324297,14
"8","core_black_1_NA","fall","Desert grassland","1","core_black","PEER",0,0,0,0,0,0,10.6103047279518,0,0,10.6103047279518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,21.2206094559036,23,12,0,0,NA,NA,NA,22,0.239486559772437,"core_black","FivePoints",NA,0.129037576262923,48.1693674546327,106.984439940336,0.450246479595504,2.22100570536029,4.93286634324297,14
"9","core_black_1_NA","fall","Desert grassland","1","core_black","PELE",0,0,0,0,0,0,0,0,10.6103047279518,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,10.6103047279518,0,0,0,0,0,0,0,21.2206094559036,23,12,3.06293114543346,0.884192060662649,3.46410161513775,0.288675134594813,0.0833333333333333,22,0.239486559772437,"core_black","FivePoints",NA,0.129037576262923,48.1693674546327,106.984439940336,0.450246479595504,2.22100570536029,4.93286634324297,14
"10","core_black_1_NA","fall","Desert grassland","1","core_black","PEXX",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,10.6103047279518,0,0,0,0,10.6103047279518,23,12,3.06293114543346,0.884192060662649,3.46410161513775,0.288675134594813,0.0833333333333333,22,0.239486559772437,"core_black","FivePoints",NA,0.129037576262923,48.1693674546327,106.984439940336,0.450246479595504,2.22100570536029,4.93286634324297,14
"11","core_black_1_NA","fall","Desert grassland","1","core_black","PGFL",0,0,10.6103047279518,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,10.6103047279518,23,12,0,0,NA,NA,NA,22,0.239486559772437,"core_black","FivePoints",NA,0.129037576262923,48.1693674546327,106.984439940336,0.450246479595504,2.22100570536029,4.93286634324297,14
"12","core_black_1_NA","fall","Desert grassland","1","core_black","PGFV",190.985485103132,15.9154570919277,63.6618283677107,84.8824378236143,63.6618283677107,63.6618283677107,137.933961463373,0,403.191579662168,222.816399286988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.103047279518,95.4927425515661,74.2721330956625,95.4927425515661,NA,127.323656735421,NA,63.6618283677107,95.4927425515661,53.0515236397589,84.8824378236143,42.4412189118071,10.6103047279518,180.37518037518,238.731856378915,2514.64222052457,23,12,43.2671364975329,85.766629884277,0.504475185231276,1.98225805604601,3.9293470007593,22,0.239486559772437,"core_black","FivePoints",NA,0.129037576262923,48.1693674546327,106.984439940336,0.450246479595504,2.22100570536029,4.93286634324297,14
"13","core_black_1_NA","fall","Desert grassland","1","core_black","REMO",0,0,0,21.2206094559036,0,0,0,0,21.2206094559036,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,42.4412189118071,23,12,0,0,NA,NA,NA,22,0.239486559772437,"core_black","FivePoints",NA,0.129037576262923,48.1693674546327,106.984439940336,0.450246479595504,2.22100570536029,4.93286634324297,14
"14","core_black_1_NA","fall","Desert grassland","1","core_black","XESP",0,0,21.2206094559036,31.8309141838554,0,0,21.2206094559036,0,21.2206094559036,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.6103047279518,10.6103047279518,NA,31.8309141838554,NA,10.6103047279518,10.6103047279518,0,0,0,0,0,0,169.764875647229,23,12,9.55284608032552,6.18934442463854,1.54343423550603,0.647905804468655,0.419781931464174,22,0.239486559772437,"core_black","FivePoints",NA,0.129037576262923,48.1693674546327,106.984439940336,0.450246479595504,2.22100570536029,4.93286634324297,14
"15","core_black_1_NA","fall","Desert grassland","1","core_black","total",297.08853238265,47.746371275783,169.764875647229,190.985485103132,95.4927425515661,127.323656735421,435.022493846023,31.8309141838554,583.566760037348,360.750360750361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.37518037518,116.71335200747,127.323656735421,116.71335200747,NA,297.08853238265,NA,180.37518037518,254.647313470843,159.154570919277,265.257618198795,297.08853238265,116.71335200747,435.022493846023,843.519225872167,5729.56455309396,23,12,99.1213323353098,212.206094559036,0.467099366496914,2.14087209644419,4.58333333333333,22,0.239486559772437,"core_black","FivePoints",NA,0.129037576262923,48.1693674546327,106.984439940336,0.450246479595504,2.22100570536029,4.93286634324297,14
"16","core_black_1_NA","fall","Desert grassland","1","core_black","richness",5,3,7,6,2,4,7,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,6,3,NA,7,NA,5,6,3,4,6,3,5,4,104,23,12,1.62135371797393,4.41666666666667,0.367098955012965,2.72406114576023,7.42050912584054,22,0.239486559772437,"core_black","FivePoints",NA,0.129037576262923,48.1693674546327,106.984439940336,0.450246479595504,2.22100570536029,4.93286634324297,14
